Season,Episode,Character,Line,Motion,Polarity,Subjectivity
1,12,Ted,"No, you guys just have to look at the whole picture. Fact.",[],0.2,0.4
1,12,Ted,Robin was into me when we first met. Fact.,[],0.25,0.3333333333333333
1,12,Ted,"Even though she didn't want a relationship, we had an amazing kiss on the roof. Fact.",[],0.6000000000000001,0.9
1,12,Ted,"On New Year's Eve, we kissed again. Fact.",[],0.13636363636363635,0.45454545454545453
1,12,Ted,I need a date to this wedding. Wish me luck,[],0.0,0.0
1,12,Barney,"What I don't get is, why is Claudia marrying Stuart? She's way hotter than him. How way? Way way.",[],0.0,0.0
1,12,Marshall,"This wedding does sound pretty amazing though. Fancy hotel ballroom, everybody all dressed up.",[],0.4166666666666667,0.7666666666666666
1,12,Lily,"Ah, here we go.",[],0.0,0.0
1,12,Barney,What?,[],0.0,0.0
1,12,Lily,We can't get anywhere with our wedding plans because I want it to be fun and Marshall wants it to be lame.,[],0.0,0.35000000000000003
1,12,Marshall,"Oh yeah, OK, that's a pretty fair assessment of our two arguments.",[],0.48333333333333334,0.7999999999999999
1,12,Lily,I thought so.,[],0.0,0.0
1,12,Marshall,"You know what, excuse me if I don't wanna get married barefoot in the woods next to Lake No-one's-gonna-drive-that-far. Yes, I want a ballroom and I want a band and I want shoes.",[],0.06666666666666667,0.09999999999999999
1,12,Lily,A little girl?,[],-0.1875,0.5
1,12,Barney,What up?,[],0.0,0.0
1,12,Marshall,"d Lily high-five) Marshall: OK, I'm just saying, that it's my wedding too and I should have a say in it.",[],0.5,0.5
1,12,Lily,"Yes, but I'm the bride so I win.",[],0.8,0.4
1,12,Marshall,"Well, I thought marriage was about two equal partners sharing a life together.",[],0.0,0.25
1,12,Lily,"Right. But I'm the bride, so I win.",[],0.5428571428571429,0.46785714285714286
1,12,Barney,"Seriously, Claudia and Stuart?! I mean, I've hooked up with the odd lass who was beneath my level of attractiveness, but, you know, I was drunk. There's no way Claudia has been drunk for three years.",[],-0.37916666666666665,0.7208333333333333
1,12,Ted,"You know, I've always found that the best way to get over a failed relationship is to celebrate someone else's successful one.",[],0.4166666666666667,0.5166666666666666
1,12,Robin,"Well, makes sense.",[],0.0,0.0
1,12,Ted,"So, with that mind, our friends Claudia and Stuart are having this crazy, black-tie wedding on Saturday. You wanna be my 'plus one'?",[],-0.6,0.9
1,12,Ted,": Ooh, 'plus one', you make it sound so romantic. Ted: Fine. You wanna be my date?",[],0.2722222222222222,0.4666666666666666
1,12,Robin,"Your date? I'd love to. Um, how fancy are we talking about here?",[],0.5,0.6
1,12,Ted,"Oh, you're gonna wanna bring your A game.",[],-0.4,0.4
1,12,Robin,"Oh, I'll bring it. I'll bring it so hard the bride's gonna look like a big white bag of crap.",[],-0.2729166666666667,0.36041666666666666
1,12,Robin,"Lily, I need a dress.",[],0.0,0.0
1,12,Lily,"You're going. That's awesome. Oh my God, four days to find a dress?",[],1.0,1.0
1,12,Robin,"I know, it's a suicide mission.",[],0.0,0.0
1,12,Lily,"Well, if we leave now, we can still have a fighting chance. Let's do it.",[],0.0,0.0
1,12,Marshall,Bye babe.,[],0.0,0.0
1,12,Ted,"Whoa, did you see how fired up she was? I don't know, there's something there. And come Saturday, a little music, a little dancing, a lot of champagne. Who knows? Barney: Wow, Ted, you're gonna have to find another gender for yourself 'cause I'm revoking your dude membership.",[],-0.09166666666666667,0.6666666666666666
1,12,Ted,"Yeah, how was that manicure yesterday?",[],0.0,0.0
1,12,Barney,"Invigorating, thanks.",[],0.2,0.2
1,12,Ted,"Hey, Claudia!",[],0.0,0.0
1,12,Ted,"Hey, how's it going? Claudia: My wedding's in two days, that's how it's going.",[],0.0,0.0
1,12,Ted,"Oh, don't worry, it's gonna be great. I'm so excited.",[],0.5875,0.75
1,12,Ted,"Oh, well, yeah, I'm bringing a date, so I'll be off the market.",[],0.0,0.0
1,12,Ted,ia: What? Ted: I'm bringing a date.,[],0.0,0.0
1,12,Ted,"Uh, yes I am.",[],0.0,0.0
1,12,Ted,I checked 'plus one'.,[],0.0,0.0
1,12,Ted,"Claudia, I'm pretty sure I checked...",[],0.375,0.9444444444444444
1,12,Ted,But I already invited someone.,[],0.0,0.0
1,12,Ted,But I checked 'plus one'. I always check 'plus one'.,[],0.0,0.0
1,12,Ted,"She doesn't need a place card, she knows her name.",[],0.0,0.0
1,12,Ted,"Come on, Claudia, we go way back. Isn't there room for just one more person?",[],0.25,0.25
1,12,Ted,"I don't believe this, Claudia is crazy.",[],-0.6,0.9
1,12,Barney,"But to be fair, she's also hot.",[],0.475,0.875
1,12,Ted,"I totally checked 'plus one', I'm sure I did.",[],0.25,0.8194444444444444
1,12,Barney,"Yeah, right.",[],0.2857142857142857,0.5357142857142857
1,12,Ted,I did.,[],0.0,0.0
1,12,Barney,"Yeah, I don't think you did. You know why? Because deep down, you didn't want to show up at this thing with a date. See, for all your big talk about being ready for a relationship, deep down you're single. It's your default setting. Ted, you know what's in the back of your brain?",[],-0.022817460317460323,0.2740079365079365
1,12,Ted,"Oh great, here comes the 'little Barney' speech.",[],0.30625,0.625
1,12,Barney,"Behind a curtain, in a dark little room, secretly controlling your every move...",[],-0.28437500000000004,0.575
1,12,Marshall,all: A little Barney.,[],-0.1875,0.5
1,12,Barney,"A little Barney. And you know what he said?  ""Ted, you will bring no dates to this wedding. You will hit on drunk bridesmaids with actual-size Barney.""",['(changing tone of voice)'],-0.34375,0.75
1,12,Marshall,Wow.,[],0.1,1.0
1,12,Ted,Please stop. I gotta call Claudia. If I just explain to her...,[],0.0,0.0
1,12,Marshall,"Ted, no. Let it go. She's about to get married. She's got enough to worry about.",[],0.125,0.375
1,12,Ted,Then what am I gonna do?,[],0.0,0.0
1,12,Marshall,The only thing you can do. Tell Robin she can't come.,[],0.0,1.0
1,12,Robin, Just a second.,['(from inside apartment)'],0.0,0.0
1,12,Lily,Hey.,[],0.0,0.0
1,12,Ted,"Hey, listen.",[],0.0,0.0
1,12,Lily,"Wait, two things. First of all, I've been laying groundwork all afternoon, totally subtle, totally cool, not pushing, not even nudging. Just the theme of today is Ted rocks. And she's picking up on it lying down.",[],0.02777777777777777,0.4430555555555556
1,12,Ted,Lily's there's a problem.,[],0.0,0.0
1,12,Lily,"Wait, no, thing number two. The dress, we got a dress.",[],0.0,0.0
1,12,Lily,Go.,[],0.0,0.0
1,12,Robin,"Well, did I bring it? Or did I bring it?",[],0.0,0.0
1,12,Robin,I think I brought it.,[],0.0,0.0
1,12,Ted,Wow.,[],0.1,1.0
1,12,Robin,That's what I was going for. I'm so excited about tomorrow. We're gonna have so much fun.,[],0.3375,0.475
1,12,Ted,"Yeah, about that.",[],0.0,0.0
1,12,Ted,n looks at Ted) Ted: I'll pick you up at five.,[],0.0,0.0
1,12,Lily,"So, the dress?",[],0.0,0.0
1,12,Ted,I don't have a 'plus one' for the wedding.,[],0.0,0.0
1,12,Lily,What?,[],0.0,0.0
1,12,Ted,I ran into Claudia and she told me I didn't check 'plus one' on the reply card.,[],0.0,0.0
1,12,Lily,Why didn't you check 'plus...,[],0.0,0.0
1,12,Ted,I did check 'plus one'.,[],0.0,0.0
1,12,Lily,But Robin is so excited.,[],0.375,0.75
1,12,Ted,I know.,[],0.0,0.0
1,12,Lily,And the dress.,[],0.0,0.0
1,12,Lily,"Oh. OK, OK, we'll, we'll sneak her in.",[],0.5,0.5
1,12,Ted,"We can't sneak her in, we're not ninjas.",[],0.0,0.0
1,12,Lily,I wish we were ninjas.,[],0.0,0.0
1,12,Lily,You can always ask Stuart.,[],0.0,0.0
1,12,Ted,Can I do that?,[],0.0,0.0
1,12,Lily,"Sure, you guys have been friends for a long time, and it's 40% his wedding too.",[],0.225,0.6444444444444444
1,12,Ted,"Oh, it's gonna be a tough sell.",[],-0.3888888888888889,0.8333333333333334
1,12,Ted,"Really? Stuart: Sure, the more the merrier.",[],0.39999999999999997,0.5296296296296296
1,12,Ted,"Wow, wow, thanks for being so cool about this 'cause you know Claudia said...",[],0.1875,0.7125
1,12,Ted,"Yeah, she's not usually like that.",[],0.125,0.25
1,12,Ted,"Well, thanks, Stu, it's gonna be a great wedding.",[],0.5,0.475
1,12,Lily,"Honey, this magazine says more and more couples are opting to have nontraditional weddings out in the woods.",[],0.5,0.5
1,12,Marshall,"Well, if a magazine says so, we should go get married in the woods like a couple of squirrels.",[],0.25,0.25
1,12,Lily,"Squirrels don't get married, Marshall.",[],0.25,0.25
1,12,Marshall,Like you could possibly know that.,[],0.0,1.0
1,12,Ted,I did it. I did it. I'm taking her to the wedding.,[],0.0,0.0
1,12,Lily,Nice.,[],0.6,1.0
1,12,Marshall,What? How?,[],0.0,0.0
1,12,Ted,I talked to Stuart.,[],0.0,0.0
1,12,Marshall,"Oh, you went around the bride. ""Oh, this hornet's nest looks harmless. Maybe I'll poke it with a stick. Oh, look, some gremlins, let me go feed them after midnight."" Did you known about this?",[],0.0,0.0
1,12,Lily,It may have been my idea.,[],0.0,0.0
1,12,Lily,What? Stuart doesn't get a say.,[],0.0,0.0
1,12,Marshall,"Ha! So you admit it, the groom should have an equal say.",[],0.0,0.25
1,12,Lily,"Oh, yeah, sure, on the stupid stuff, like who comes.",[],-0.14999999999999997,0.9444444444444444
1,12,Marshall,So I can invite whoever I want.,[],0.0,0.0
1,12,Lily,"Sure, there's plenty of room in the woods.",[],0.5,0.8888888888888888
1,12,Ted,It's Claudia.,[],0.0,0.0
1,12,Marshall,"So, it begins.",[],0.0,0.0
1,12,Ted,"Come on, it can't be that bad.",[],-0.6999999999999998,0.6666666666666666
1,12,Ted,"Here, Lily, you answer it.",[],0.0,0.0
1,12,Lily,What? Why?,[],0.0,0.0
1,12,Ted,Because this whole thing was your idea. And Claudia scares me.,[],0.2,0.4
1,12,Lily,But...but you're the guy...oh.,[],0.0,0.0
1,12,Lily,"Ted's phone. Oh, hi Claudia. What?",[],0.0,0.0
1,12,Lily,They broke up.,[],0.0,0.0
1,12,Ted,Ow!,[],0.0,0.0
1,12,Lily," Uh-huh, uh-huh.",['(to Claudia on phone)'],0.0,0.0
1,12,Ted,"It's not because of me, is it?",[],0.0,0.0
1,12,Lily,Uh-huh.,[],0.0,0.0
1,12,Ted,It's Robin.,[],0.0,0.0
1,12,Lily,Answer it.,[],0.0,0.0
1,12,Ted,"Uh, Lily's phone.",[],0.0,0.0
1,12,Robin,Ted. Where's Lily? I need to tell her about these awesome shoes I just bought.,[],1.0,1.0
1,12,Ted,"Uh, Lily's busy.",[],0.1,0.3
1,12,Robin,"Oh, OK, well I just wanted to say they're gorgeous and Ted's gonna love them.",[],0.5666666666666667,0.6666666666666666
1,12,Ted,"That's great. I'll tell Lily to tell me. Uh, listen, I really wanna keep talking but now's not a good time so, um, I'm really excited about tomorrow. OK, bye.",[],0.305,0.5599999999999999
1,12,Robin,Bye-bye.,[],0.0,0.0
1,12,Ted,"Crap, she bought some expensive shoes. She's really looking forward to this. Do you think she's into me?",[],-0.3666666666666667,0.5666666666666667
1,12,Marshall,"Ted, focus.",[],0.0,0.0
1,12,Lily,"Sweetie, just calm down. Do you wanna go somewhere and talk?",[],0.07222222222222223,0.5194444444444445
1,12,Lily,"OK, meet me at MacLaren's. I'll see you there.",[],0.5,0.5
1,12,Ted,I feel terrible.,[],-1.0,1.0
1,12,Marshall,"Well, feel terrible later. Right now, we gotta fix this. Lily, you go down to the bar and comfort Claudia. Ted and I will go and try to talk some sense into Stuart.",[],-0.21746031746031746,0.45615079365079364
1,12,Ted,Tell Claudia I'm sorry. Did she seem pissed at me?,[],-0.5,1.0
1,12,Lily,"She said if there's no wedding tomorrow, you owe her father $400,000.",[],0.0,0.0
1,12,Ted,Let's say we get these crazy kids back together.,[],-0.3,0.45
1,12,Barney,"Hi, sad-eyes. What's got you down? Claudia: Stuart and I just broke up.",[],-0.15555555555555559,0.2888888888888889
1,12,Barney,"Oh, God, I'm so sorry. That's just, that's just...  two vodka cranberries.",['(to bartender)'],-0.5,1.0
1,12,Barney,"Remember? When it comes to you, how could I forget?",[],0.0,0.0
1,12,Barney, They all drink vodka cranberries.,['(to bartender)'],0.0,0.0
1,12,Barney,"So, is there anything else you need, sweetie?",[],0.0,0.0
1,12,Barney,"No, but I do have a hug.",[],0.0,0.0
1,12,Barney, Thank you.,"['(looking up, whispers)']",0.0,0.0
1,12,Ted,"Stuart, I don't know what to say. If I caused this in any way...",[],0.0,0.0
1,12,Marshall,"Oh, come on, man, you don't mean that.",[],-0.3125,0.6875
1,12,Marshall,"Dude, who doesn't.",[],0.0,0.0
1,12,Ted,"That's crazy. I mean, you're the luckiest...you and Claudia both...",[],-0.45625,0.79375
1,12,Ted,"Stuart, you don't have to be one or the other. Everybody feels this way sometimes.",[],-0.125,0.375
1,12,Ted,"OK, ask this guy. Nine years he's been with Lily. He's the pro. This guy knows relationships. Tell him, Marshall.",[],0.5,0.5
1,12,Marshall,"Stuart, don't get married.",[],0.25,0.25
1,12,Ted,Dude.,[],0.0,0.0
1,12,Marshall,"I'm sorry. Being in a couple is hard and committing, making sacrifices, it's hard. But if it's the right person, then it's easy. Looking at that girl and knowing she's all you really want out of life, that should be the easiest thing in the world. And if it's not like that, then she's not the one. I'm sorry.",[],-0.09489795918367348,0.664625850340136
1,12,Ted,"You know I don't have $400,000, right?",[],0.2857142857142857,0.5357142857142857
1,12,Barney,"That's just, that's...  two more vodka cranberries please.",['(yelling over to bartender)'],0.5,0.5
1,12,Barney,"Claudia, it's all gonna be OK.",[],0.5,0.5
1,12,Barney,"Isn't it weird that we should run into each other like this? Two souls of equal levels of attractiveness, both fitting together like two pieces of a very attractive puzzle.",[],0.175,0.625
1,12,Lily,"Oh, hell no.",[],0.0,0.0
1,12,Barney,Oww,[],0.0,0.0
1,12,Lily,"Claudia is getting married tomorrow and so help me God, if I catch you even so much as breathing the same air as her, I will take those peanuts you try to pass off as testicles and I will squeeze them so hard your eyes pop out and then I'll feed them to you like grapes.",[],0.03958333333333333,0.2791666666666667
1,12,Lily,": Wait, my eyes or my testicles? Lily: One of each.",[],0.0,0.0
1,12,Barney,"All right, all right.",[],0.2857142857142857,0.5357142857142857
1,12,Ted,"So, where did we land on the whole 'plus one' thing?",[],0.2,0.4
1,12,Ted,Still wow.,[],0.1,1.0
1,12,Robin,Wow yourself. Look who else brought it.,[],0.1,1.0
1,12,Ted,"Oh yeah, I thought about leaving it at home, but I figured I don't wanna get there and realize I need it and have to go all the way back to get it, so, yeah, I brought it.",[],0.0,0.0
1,12,Robin,Sorry.,[],-0.5,1.0
1,12,Robin,"Hello. Oh my God, tonight? You're kidding. Robin:  They want me to anchor the news tonight.",['(to Ted)'],0.0,0.0
1,12,Robin,"Really? Like, anchor anchor? What happened to Sandy? OK, OK, sure, what time do you need me to...Right now! Oh.",[],0.45625,0.5222222222222221
1,12,Ted,Do it. Do it.,[],0.0,0.0
1,12,Robin,"OK, I need like five minutes to change and um, I'll call you from the cab...",[],0.5,0.5
1,12,Marshall,"So, admit it, this wedding is both indoors and amazing.",[],0.6000000000000001,0.9
1,12,Lily,I'll give you the crab puffs. The crab puffs are good.,[],0.7,0.6000000000000001
1,12,Marshall,Crab puffs were incredible.,[],0.9,0.9
1,12,Lily,We should totally have them at our wedding.,[],0.0,0.75
1,12,Marshall,"Definitely. Hey, we just agreed on something.",[],0.0,0.5
1,12,Lily,Did we just start planning our wedding?,[],0.0,0.0
1,12,Marshall,I think we did.,[],0.0,0.0
1,12,Lily,We totally have to get that brown dipping sauce.,[],0.0,0.75
1,12,Marshall,"Oh, I thought the red sauce was like aweome.",[],0.0,0.0
1,12,Lily,"My God, were you born without taste buds? ",['(Marshall smiles and laughs)'],0.0,0.0
1,12,Marshall,I love you.,[],0.5,0.6
1,12,Robin,"Coming up, are there snakes living in your walls? The answer may surprise you, after the break.",[],0.0,0.0
1,12,Barney,"Man, you know something, Stuart's my new hero. If that dude can bag a nine, I gotta be able to bag like a sixteen.",[],0.3181818181818182,0.5397727272727273
1,12,Ted,What's a sixteen?,[],0.0,0.0
1,12,Barney,Those two eight's right over there. Yeah.,[],0.2857142857142857,0.5357142857142857
1,12,Ted,Claudia.,[],0.0,0.0
1,12,Ted,Um  She couldn't make it.,['(clears throat)'],0.0,0.0
1,12,Ted,"What's so funny? Claudia: Plan a wedding, you'll see.",[],0.25,1.0
1,12,Ted,"Look at that. That's how it's supposed to be, that, right there. Easy. Simple. It's just not like that with Robin. It's not easy, and on some level, it has to just be easy.",[],0.18714285714285714,0.6785714285714286
1,12,Barney,"Speaking of easy, bridesmaids, Ted. Bridesmaids.",[],0.43333333333333335,0.8333333333333334
1,12,Ted,I didn't check 'plus one'. You were right. Barney: Of course I was right.,[],0.2857142857142857,0.5357142857142857
1,12,Ted,I'm single. Maybe that's just who I am. And you know what? I like being single.,[],-0.07142857142857142,0.21428571428571427
1,12,Barney,Being single's the best.,[],0.4642857142857143,0.2571428571428571
1,12,Ted,Stay out as late as you want.,[],-0.3,0.6
1,12,Barney,Answer to no one.,[],0.0,0.0
1,12,Ted,The whole world full of endless possibilities.,[],0.1416666666666667,0.5666666666666668
1,12,Barney,Never having to go to a farmer's market.,[],0.0,0.0
1,12,Barney,"OK, ah, doing some math here. Table six has got three bridesmaids, an eight, an eight and a seven. I am willing to give you one of the eight's, lowering myself to a fifteen, which means you owe me...",[],0.375,0.625
1,13,Barney,"Yeah, I ship out tomorrow for two years. You know, some people say the Peace Corps is the most noble thing a person can do. To those people, I say, ""Is it?"" And usually they say, ""yes it is.""",[],0.2833333333333334,0.5499999999999999
1,13,Barney,"Oh, Tanya, I'm so glad you said that.",[],0.5,1.0
1,13,Lily,"Hey, where the hell did you disappear to last night?",[],0.0,0.06666666666666667
1,13,Ted,I had the most amazing night ever.,[],0.55,0.7
1,13,Marshall,"Tell me about it, that cake, best cake I ever had. Seriously. My stomach was like, hey bro, I don't know what you're eating 'cause I don't have any eyes but it's basically awesome so keep sending it down gullet alley.",[],0.37777777777777777,0.5638888888888889
1,13,Lily,"Yeah, I know. My stomach was like, girlfriend, we don't always get along but that cake...",[],0.0,0.0
1,13,Marshall,Say what?,[],0.0,0.0
1,13,Ted,Lily.,[],0.0,0.0
1,13,Lily,"Oh right. Most amazing night ever, and go.",[],0.4619047619047619,0.6452380952380952
1,13,Ted,I'm guessing you haven't always had this rule.,[],0.0,0.0
1,13,Ted,"Exactly. Exactly, like, like just now, when I saw you doing the chicken dance out there, I'm not gonna lie to you, big time thunderbolt.",[],-0.11666666666666665,0.43333333333333335
1,13,Ted,Sadly not out of character. But I know now it's just a mirage.,[],0.25,1.0
1,13,Ted,"Exactly. And that, in a nutshell, is why I'm not putting the moves on you.",[],0.25,0.25
1,13,Ted,"What, you think this is the moves? Believe me, you'd know the moves. People ten tables away would know the moves.",[],0.0,0.0
1,13,Ted,Tell me about it.,[],0.0,0.0
1,13,Ted,Interested.,[],0.25,0.5
1,13,Ted,Less interested.,[],0.04166666666666667,0.2833333333333333
1,13,Ted,Go ahead.,[],0.0,0.0
1,13,Ted,What are you saying?,[],0.0,0.0
1,13,Ted,Unless...,[],0.0,0.0
1,13,Ted,"Wow. OK, I'm in.",[],0.3,0.75
1,13,Ted,"I guess, what, we'll need fake names?",[],-0.5,1.0
1,13,Ted,"Pleased to meet you, Buttercup. I'm Lando Calrissian.",[],0.5,1.0
1,13,Ted,"Wow, this is kind of exciting. Our names will forever be shrouded...",[],0.3333333333333333,0.9
1,13,Barney,"Ted, Ted, Ted, look, I got a bridesmaid, Ted, look, look, Ted, the second hottest bridesmaid, Ted, look. See ya Ted.",[],0.0,0.0
1,13,Ted,"So, I'm Ted.",[],0.0,0.0
1,13,Ted,No last names.,[],0.0,0.06666666666666667
1,13,Marshall,Oh.,[],0.0,0.0
1,13,Lily,"Oh, what is wrong with you?",[],-0.5,0.9
1,13,Marshall,"Dude, that is just like... a weenie ass idea.",[],0.0,0.0
1,13,Ted,"No, it was awesome. I had a great night, I'm never gonna see her again, and there's no way to ruin it.",[],0.9,0.875
1,13,Marshall,"Ted, how do I explain this to you? Last night I had the best cake of my life. You think I'm gonna let that cake out of my life? Hell, no. I'm gonna find out what bakery made that cake and then I'm gonna get some more cake.",[],0.5,0.2888888888888889
1,13,Ted,"That cake really got to you, huh?",[],0.2,0.2
1,13,Marshall,It haunts me.,[],0.0,0.0
1,13,Lily,"So, what happened next?",[],0.0,0.0
1,13,Ted,Mm-hm.,[],0.0,0.0
1,13,Ted,"Yes, but we'll need a diversion.",[],0.0,0.0
1,13,Ted,Kiss.,[],0.0,0.0
1,13,Ted,"Go. Go, go, go",[],0.0,0.0
1,13,Lily,"So, that's what happened to the bouquet. You know, good for Victoria. It's such an evil tradition.",[],-0.10000000000000002,0.7000000000000001
1,13,Ted,You're not gonna do it at your wedding?,[],0.0,0.0
1,13,Lily,"Oh, yeah, I'm gonna take that flower grenade and chuck it into the crowd and scream, crawl for it, bitches. It's just what girls do.",[],0.0,0.0
1,13,Marshall,"So, where did you guys go?",[],0.0,0.0
1,13,Ted,Very nice.,[],0.78,1.0
1,13,Ted,I couldn't really tell.,[],0.2,0.2
1,13,Ted,"Well, it's too bad you're not gonna get some tonight.",[],-0.6999999999999998,0.6666666666666666
1,13,Ted,No you couldn't.,[],0.0,0.0
1,13,Ted,Totally get some.,[],0.0,0.75
1,13,Ted,I will use exactly the right amount of tongue.,[],0.26785714285714285,0.39285714285714285
1,13,Ted,OK.,[],0.5,0.5
1,13,Marshall,"A drumroll? That's it. So, what, you just said good-night, came home, and performed a drum solo?",[],0.0,0.0
1,13,Lily,"Oh, Ted, you're such a doof. I mean, this girl sounds amazing.",[],0.09583333333333337,0.6958333333333333
1,13,Ted,"She was completely amazing. She was amazing and funny and we connected on every level. And, I'm never gonna see her again.",[],0.4833333333333334,0.9333333333333332
1,13,Ted,"Dammit, I have to see her again.",[],0.0,0.0
1,13,Marshall,hall: Yes.,[],0.0,0.0
1,13,Marshall,"So, let's get to work, man. What else do you know about her?",[],0.0,0.0
1,13,Ted,"Nothing. Her name's Victoria, that's all I got. Wait, Claudia, Claudia would know.",[],0.0,0.0
1,13,Lily,"Well, Claudia's on her honeymoon. She'll be back in two weeks. Call her then.",[],0.0,0.0
1,13,Ted,"Yes, two weeks, good idea. I'm calling her now.",[],0.7,0.6000000000000001
1,13,Lily,"No, Ted, you don't mess with a honeymoon.",[],-0.175,0.175
1,13,Marshall,"Yeah, come on, dude. Ask her about the cake.",[],0.0,0.0
1,13,Ted,"on phone in his apartment) Ted: Hey, Claudia, great wedding, beautiful toast, touching stuff. How's the honeymoon? Listen, I'm calling because last night I met this girl and I was wondering if you had...",[],0.5375,0.5791666666666667
1,13,Ted,I've moved on.,[],0.0,0.0
1,13,Ted,"Uh, no, her name was Victoria, I don't know her last name.",[],0.0,0.06666666666666667
1,13,Ted,Thank God.,[],0.0,0.0
1,13,Ted,There was no Victoria at the wedding.,[],0.0,0.0
1,13,Lily,"Maybe she used a second fake name. Oh, she's good, she's very good.",[],0.27749999999999997,0.5950000000000001
1,13,Marshall,"Maybe she was a ghost. That's why she didn't wanna kiss you, because you'd just pass right through her and feel really cold for a second. Oh my God, I just had a great idea for a screenplay.",[],0.12142857142857144,0.5714285714285714
1,13,Ted,Marshall. She was not a ghost.,[],0.0,0.0
1,13,Marshall,"I know that she wasn't a ghost, she picked up a bouquet, proving she had corporeal form.",[],0.0,0.0
1,13,Ted,"Wait, wait, wait, she was sitting across from a couple of bridesmaids. She must have been at their table. Maybe they know who she was?",[],0.0,0.0
1,13,Lily,Great. How do we get in touch with the bridesmaids?,[],0.8,0.75
1,13,Barney,"This better be good, I'm about to enter nirvana. By the way, I should give you Nirvana's phone number, she gives a great massage. Say what?",[],0.6666666666666666,0.6166666666666667
1,13,Barney,Ow. I know the house rules. Es un chiste.,[],0.0,0.0
1,13,Ted,"Uh, listen, Barney, I saw you talking to that bridesmaid last night. Did you happen to get her phone number?",[],0.0,0.06666666666666667
1,13,Barney,You know I did.,[],0.0,0.0
1,13,Ted,Great. I'm gonna need you to call her for me.,[],0.8,0.75
1,13,Barney,You know I won't.,[],0.0,0.0
1,13,Ted,Why not?,[],0.0,0.0
1,13,Barney,"Because we just hooked up last night. I can't call the girl the next day. I have to wait at least, like, forever. Oh snap. Never gonna call her. Besides, she thinks I'm on my way to India.",[],-0.09999999999999999,0.15555555555555556
1,13,Lily,"Oh, come on, Barney. It's for a good cause.",[],0.7,0.6000000000000001
1,13,Barney,"Ted going all castrati over another girl is exactly not a good cause. Sorry, buddy, I wish I could help you, my hands are tied. Oh no, wait, that was last night.",[],-0.2833333333333333,0.5555555555555556
1,13,Ted,"OK, Barney, I'll tell you what I'm gonna do. You make this call and I will go with you to Foxy Boxing.",[],0.5,0.5
1,13,Ted,y: Really? Ted: Yeah.,[],0.2,0.2
1,13,Barney,But you always said that Foxy Boxing girls were neither foxy nor good at boxing.,[],0.7,0.6000000000000001
1,13,Ted,I'm ready to be proven wrong.,[],-0.15,0.7
1,13,Ted,y: Tonight? Ted: Tonight. Dial.,[],0.0,0.0
1,13,Barney," Yeah, Tanya, turns out I don't leave for the Peace Corps until tomorrow. Yeah, I know, sucks. Just one fewer day I get to help people. Anyway, this girl, any idea who she was? Hold on.",['(on phone)'],-0.3,0.3
1,13,Barney, What kind of shoes...,['(to Ted)'],0.6,0.9
1,13,Barney," Tanya, he's a dude. He's not gonna know what kind of shoes she was wearing.",['(on phone)'],0.6,0.9
1,13,Ted,Actually.,[],0.0,0.1
1,13,Barney,Oh come on.,[],0.0,0.0
1,13,Ted,"So, what do you want to do next?",[],0.0,0.0
1,13,Ted,Don't think...first thing that comes into your mind.,[],0.0,0.0
1,13,Ted,Whoa. There she goes.,[],0.0,0.0
1,13,Barney, Apparently she was wearing brown shoes with little snowflakes on them.,['(on phone)'],-0.06875,0.425
1,13,Barney,"Sorry, Ted, I won't be able to make foxy boxing tonight.",[],0.0,0.8125
1,13,Ted,I understand.,[],0.0,0.0
1,13,Lily,"OK, let's not lose hope. We'll call the hotel, maybe she was staying there. We'll have them check the registry for anyone named Victoria. Or maybe she goes by Vicky or Tori...",[],0.5,0.5
1,13,Marshall,Or Ictor. Probably doesn't go by Ictor.,[],0.0,0.0
1,13,Ted,"No, you know what? This is fate. I am never supposed to see this girl again. That was the whole point of the night. I've just been saved from myself. Let's drink many beers.",[],0.35,0.45
1,13,Marshall,Agreed.,[],0.0,0.0
1,13,Lily,"Hey, there's the anchor lady! How was it?",[],0.0,0.0
1,13,Robin,"Oh, I don't know. Why don't you ask the new substitute weekend anchor. Robin? Thanks, Robin, it was awesome. Back to you, Robin.",[],0.3340909090909091,0.41363636363636364
1,13,Lily,"Congrats, that's so cool.",[],0.35,0.65
1,13,Robin,"Yeah, I felt really bad bailing on Ted though.",[],-0.6999999999999998,0.6666666666666666
1,13,Lily,"Oh, don't even worry about it. In fact...",[],0.0,0.0
1,13,Lily,What?,[],0.0,0.0
1,13,Robin,I know who she is.,[],0.0,0.0
1,13,Lily,"You know who she is? But, you weren't even at the wedding.",[],0.0,0.0
1,13,Robin,"Actually, I kind of was.",[],0.6,0.9
1,13,Robin,"Well, after the newscast, I was so excited, I decided to surprise Ted by going to the reception.",[],0.375,0.75
1,13,Robin,Dammit. Stop it. What the hell?,[],0.0,0.0
1,13,Robin,"Uh, yeah, I'm fine. Just allergies or something. I'm fine.",[],0.4166666666666667,0.5
1,13,Robin,"Oh, thanks, but I don't actually cry in front of people, or cry at all for that matter. Man, it's gross. Does everyone snot up this much when they cry?",[],0.1,0.125
1,13,Lily,Because you have feelings for Ted.,[],0.0,0.0
1,13,Robin,"I don't know, maybe.",[],0.0,0.0
1,13,Lily,"OK, what is wrong with the two of you?! Seriously. He likes you and you like him, just, just, just be together. Geez, Louise, happiness is not that difficult.",[],-0.05166666666666667,0.6533333333333333
